GUID	Text
105405	Antes del Programa de Licencia Lunar, la extracción de recursos en la Luna era del dominio exclusivo de Lunar Excavation Corp. Pero a medida que Global Union fue dando la espalda a esta organización, los habitantes de la Luna empezaron a sentirse abandonados... y reprimidos. Y así se creó el terreno de cultivo perfecto para la ideología de la Guardia Orbital, una organización terrorista bien conectada formada por antiguos miembros de LEC. Y ahora, sus buques de guerra cierran el círculo alrededor del estrecho de Prycomber, bloqueando la ruta comercial más importante de Global Union para sabotear el Programa de Licencia Lunar. El ingeniero de seguridad John Rafferty no piensa permitirlo
105421	[NOTIFICATION_CHARACTER_NAME] te insta a que te reúnas con John Rafferty en el área de búsqueda de Prycomber para recuperar el cable estático.
105422	[NOTIFICATION_CHARACTER_NAME] se alegra de que hayas vuelto de una pieza.
105443	[NOTIFICATION_CHARACTER_NAME] se mantiene impasible.
105444	[NOTIFICATION_CHARACTER_NAME] ha encontrado la ubicación del mercante asediado de Union.
117383	Accede al sector en crisis.
105438	Libera a los transportadores retenidos.
105410	"Deja que esos terroristas lunares continúen con sus intentos intimidatorios. El programa espacial es demasiado importante para los habitantes de la Tierra."
105423	Con la preocupación por la situación en la Luna, [NOTIFICATION_CHARACTER_NAME] te insta a que termines la instalación del elevador espacial.
105406	La sorpresa de la Guardia Orbital estremeció hasta los cimientos del mundo. Una a una, las colonias de Lunar Excavation Corp. se aliaron con los terroristas y suspendieron sus envíos de recursos a la Tierra. Los habitantes de la Luna, que se niegan a seguir la cruda retórica de Virgil Drake, viven bajo el temor de la opresión. Algunos logran embarcarse en lanzaderas rumbo a la tierra, pero son muchos más los que no tienen esta oportunidad. La exigencia de Drake de anular el Programa de Licencia Lunar coloca a Global Union en una posición complicada pero, por el bien de la humanidad, debe continuar.
105445	[NOTIFICATION_CHARACTER_NAME] quiere que vuelvas al lugar del puerto espacial.
117371	Finaliza la mejora.
105460	"En el Ártico hay recursos que no se pueden encontrar en ningún otro lugar. Deberías plantearte la posibilidad de abrir una sucursal allí."
105469	Ha comenzado la segunda fase del Programa de Licencia Lunar. Apunta directamente al Polo Norte, la reserva nevada de los últimos tesoros de la Tierra. Protegiendo las pocas fuentes de crudo que quedan y el único ecosistema que todavía produce pescado en cantidades aprovechables, la organización medioambiental de los Custodiadores Árticos ha estado vigilando este lugar durante casi dos siglos. Pero tal y como están las cosas, los Custodiadores deben compartir su paraíso blanco con corporaciones privadas. Eso no les gusta nada...
105424	[NOTIFICATION_CHARACTER_NAME] anuncia la siguente fase del Programa de Licencia Lunar.
105479	[NOTIFICATION_CHARACTER_NAME] esperaba una recepción más amistosa.
105478	[NOTIFICATION_CHARACTER_NAME] está deseando asignarte territorio del Ártico.
105461	"Nos hemos encargado de todas las formalidades. Los Custodiadores Árticos han aceptado que se produzcan asentamientos en estas islas."
105470	Como diamantes blancos, las islas gélidas del Ártico emergen en el mar. Frías, duras y poco atractivas, forman el territorio de los Custodiadores Árticos. Fueron ellos quienes desarrollaron la tecnología de estabilización climática que les permitió crear una auténtica región ártica en un mundo asolado por el derretimiento de los polos a finales del siglo XXI. Al estabilizar el clima global, los estabilizadores climáticos expusieron zonas de asentamientos que habían sido inundadas por el mar, a expensas de una gran cantidad de energía. Los Custodiadores han dejado muy claro que no quieren interferir en su delicada tecnología, mientras tú estableces tu primera sucursal ártica.
105480	[NOTIFICATION_CHARACTER_NAME] quiere que construyas un almacén ártico en una de estas islas.
105481	[NOTIFICATION_CHARACTER_NAME] confirma oficialmente tu posesión de esta zona de asentamiento.
105503	[NOTIFICATION_CHARACTER_NAME] te anima a que elijas la isla que prefieras.
105504	[NOTIFICATION_CHARACTER_NAME]  te asignará una isla cuando hayas construido allí tu almacén ártico.
117784	Mueve tu buque de mando a: [CONDITION_SOURCE_OBJECT_ASSET]
117372	Reclama la isla
105462	Verás como el paisaje ártico impone requisitos muy diferentes para tus habilidades de planificación urbanística.
105471	Durante su período de trabajo, los Custodiadores Árticos han visto muchos gobiernos dispuestos a decidir el destino del mundo. Por ello, ha sido necesario celebrar muchas reuniones fuera de horas en la sede de Union hasta que los Custodiadores Árticos han dejado a un lado sus prejuicios y han aceptado abrir sus terrenos recluidos al Programa de Licencia Lunar. A pesar de todo, el Dr. Howard Young, representante in-situ de los Custodiadores, no piensa tolerar ninguna imprudencia, y mucho menos en relación con los requisitos que deben cumplir las industrias privadas en territorio ártico.
105482	[NOTIFICATION_CHARACTER_NAME] te sugiere que establezcas una pequeña base ártica.
105483	[NOTIFICATION_CHARACTER_NAME] concede su permiso para la construcción del puerto espacial.
105505	[NOTIFICATION_CHARACTER_NAME] tiene la mirada puesta en el desarrollo económico y ecológico.
105506	[NOTIFICATION_CHARACTER_NAME]  te informa de los pocos peces que hay ahora.
105507	[NOTIFICATION_CHARACTER_NAME]  señala la importancia de un buen aislamiento térmico.
120752	Aloja a tus empleados cerca de una fuente de calor.
105463	"Las rutas comerciales de Global Union todavía están bajo la amenaza terrorista. Será mejor que establezcas tus propia zona de llegada para cargueros."
105472	Antes de la apertura de las regiones polares, el comercio del Ártico estaba limitado a las rutas oficiales de los Custodiadores Árticos, sin permitir que hubiera mucha variedad comercial a ambos lados de los tratados. Sin embargo, con el asedio constante de las rutas de Global Union por parte de la Guardia Orbital, las vías marítimas del Ártico son cada vez más necesarias. Y mientras los poderosos rompehielos se preparan para abrir nuevos caminos seguros a través del hielo audaz, Global Union planea vincular más la economía del Ártico al mercado mundial, con lugares de aterrizaje para cargueros y con un elevador espacial.
105484	[NOTIFICATION_CHARACTER_NAME] recomienda ampliar tu puerto espacial ártico con un muelle.
105485	[NOTIFICATION_CHARACTER_NAME] te pide ayuda.
105508	[NOTIFICATION_CHARACTER_NAME] considera que hay suficientes empleados para poder continuar.
105464	"¡Si apuntan hacia allí, podrán usar los estabilizadores climáticos para provocar una segunda catástrofe climática! ¡Debemos actuar!"
105473	En 2085, tras el desastre de los prototipos de las plantas geotérmicas en la zanja de Ebashi, el clima global alcanzó límites extremos. Después, los investigadores del grupo medioambiental Iniciativa Edén fundaron los Custodiadores Árticos y desarrollaron la tecnología de estabilización climática, creando así una zona ártica artificial. Y ahora, 120 años después, la Tierra se enfrenta a una nueva catástrofe climática: la organización terrorista de la Guardia Orbital se ha hecho con el control de los estabilizadores climáticos. Quieren ver arder el mundo.
105486	[NOTIFICATION_CHARACTER_NAME] te insta a que ayudes a los Custodiadores Árticos a recuperar el control de los estabilizadores climáticos.
105487	[NOTIFICATION_CHARACTER_NAME] se alegra de poder decirte que se han recuperado los estabilizadores climáticos principales.
117364	Logra la victoria en el sector de crisis "[GUIDNAME 5100031]"
119711	Alcanza el siguiente nivel corporativo para promulgar un intento de contrapirateo
119726	[NOTIFICATION_CHARACTER_NAME] siente curiosidad por ver el resultado.
119727	[NOTIFICATION_CHARACTER_NAME] te informa de que ha llegado tu ayuda.
105465	"El trabajo del muelle está casi terminado. Asegúrate de terminarlo para que tus mercantes del Ártico puedan encaminarse a climas más soleados."
105474	El clima ártico podría estar volviendo a temperaturas más frías, pero se van derritiendo las gélidas relaciones entre Global Union y los Custodiadores Árticos. La Guardia Orbital ha demostrado que está dispuesta a todo y ordena apoyar sus demandas con las armas. Solo la cooperación y la determinación han evitado que la Tierra sufra un nuevo desastre climático. Ahora, los Custodiadores Árticos están dispuestos a apoyar totalmente el Programa de Licencia Lunar, dando luz verde a la expansión de tu puerto espacial.
105488	[NOTIFICATION_CHARACTER_NAME] te pide que pongas en funcionamiento tu muelle de expediciones ártico.
105489	[NOTIFICATION_CHARACTER_NAME] considera que tu objetivo lunar es más importante que antes.
115485	"Tu tecnología aeroespacial tiene que ceñirse a los estándares del Programa. Asegúrate de que tienes suficientes cabezas pensantes dedicadas a esta tarea."
115486	El Programa de Licencia Lunar establece unos estándares muy altos para la tecnología utilizada. Aunque otras colonizaciones pasadas de la Luna han tenido éxito, depender de una maquinaria antigua para impulsar la Segunda Oleada no lograría la aprobación de Union. El Programa supone un nuevo comienzo y los socios desean evitar cualquier parecido con la antigua tecnología de LEC. Aunque eso suponga realizar grandes esfuerzos de investigación.
118026	[NOTIFICATION_CHARACTER_NAME] te pide que crees un equipo de investigación.
118027	[NOTIFICATION_CHARACTER_NAME] da luz verde a la implementación de los planos de la lanzadera.
118029	[NOTIFICATION_CHARACTER_NAME] alaba tu producción de implantes neurológicos.
118028	[NOTIFICATION_CHARACTER_NAME] aprueba tu suministro de bebidas vitamínicas.
118030	[NOTIFICATION_CHARACTER_NAME] sabe que, hoy en día, es muy importante tener una comunidad fuerte.
115487	Concibiendo nuevas formas de viaje espacial que eran consideradas imposibles, tus ingenieros aeroespaciales han desarrollado planos más que ambiciosos para lanzaderas y plataformas de lanzamiento. Como prueba de su recién descubierta confianza en el Programa de Licencia Lunar, los Custodiadores Árticos han relajado sus restricciones a la exportación con cantidades mayores de recursos minerales. El tiempo dirá si los Cinco Grandes van a aprovechar esta oportunidad.
115488	"Los metales que se extraen en la región del Ártico son ideales para la tecnología espacial."
118038	[NOTIFICATION_CHARACTER_NAME] dice que necesitas aceros específicos con los que construir las lanzaderas de la colonia.
118039	[NOTIFICATION_CHARACTER_NAME] aprueba las superaleaciones.
118044	[NOTIFICATION_CHARACTER_NAME] no duda de que estas aleaciones también tendrán otras aplicaciones aparte de la construcción de lanzaderas.
105466	"Ya verás como el personal de mando del Programa tendrá necesidades más sofisticadas que cualquier trabajador normal."
105475	A través de un lobby osado y persistente, los Cinco Grandes consiguieron derechos de participación privilegiados en el Programa de Licencia Lunar antes incluso de que comenzara. Pero la secretaria de Asuntos Orbitales Samantha Beaumont movilizó las fuerzas de su partido para incluirte a ti también en el programa, como miembro más débil, para contrarrestar a estas megaporporaciones tan establecidas. Hasta la fecha, su plan parece estar funcionando: tu corporación está creciendo inexorablemente. Pero ni incluso el consejero delegado mejor organizado puede encargarse de todo a la vez.
105490	[NOTIFICATION_CHARACTER_NAME] quiere que delegues responsabilidades a los ejecutivos.
105491	[NOTIFICATION_CHARACTER_NAME] está deseando que finalice la fase 2.
105510	[NOTIFICATION_CHARACTER_NAME] subraya la importancia de la neurotecnología para el programa.
105511	[NOTIFICATION_CHARACTER_NAME] ve gran potencial en tus productos médicos.
105512	[NOTIFICATION_CHARACTER_NAME] cuenta con rigurosos controles de seguridad para hacerle frente al terrorismo.
105467	"Sin plataforma de lanzamiento no se pueden lanzar cohetes. Tienes ante ti un ambicioso proyecto de construcción."
105476	El Ministerio de Asuntos Orbitales de Global Union, responsable de supervisar los territorios lunares y las rutas orbitales, solo ha sido un pequeño departamento del cuerpo gubernamental de Global, y muy poco prestigioso si tenemos en cuenta el desafortunado LEC del que estaba a cargo. El Programa de Licencia Lunar cambió todo eso. Ahora, el Ministerio de Asuntos Orbitales conecta el mundo y tú te estás preparando para el gran salto a la Luna. Para conseguir el impulso necesario, debes instalar una plataforma de lanzamiento en tu puerto espacial. Para coordinar a los equipos de construcción, tienes que consolidar el nivel de gestión de tu corporación.
105492	[NOTIFICATION_CHARACTER_NAME] te pide que apoyes a John Rafferty con la construcción de la plataforma de lanzamiento.
105493	[NOTIFICATION_CHARACTER_NAME] está empezando la construcción de la plataforma de lanzamiento.
105515	[NOTIFICATION_CHARACTER_NAME] se alegra de ver que todos los procesos están bien organizados.
116567	"La construcción de la plataforma de lanzamiento está muy avanzada. Prepara los materiales poco comunes que se necesiten."
116568	Viga a viga, las plataformas de lanzamiento de la lanzadera se están irguiendo, obra de innumerables manos trabajadoras. Samantha Beaumont, supervisora del Programa de Licencia Lunar, ha traído al viejo ingeniero John Rafferty para coordinar los esfuerzos. Su presencia en el Programa de Licencia Lunar ha generado controversias en el Ministerio de Asuntos Orbitales, especialmente entre los simpatizantes de los Cinco Grandes. Se oye, entre susurros, palabras como "vulneración" y "condena", pero a Rafferty no parece importarle. Prefiere supervisar la finalización de la plataforma de lanzamiento para la Segunda Oleada.
118040	[NOTIFICATION_CHARACTER_NAME] te da una previsión de lo que hay que hacer a continuación.
118041	[NOTIFICATION_CHARACTER_NAME] tiene el orgullo de presentar una plataforma de lanzamiento ya terminada para la lanzadera.
117379	Consigue la victoria en un sector en crisis.
117378	Completa encargos opcionales.
105468	"Ha llegado el momento. Tanta gente deseando ver volar las lanzaderas..."
105477	Las lanzaderas de tu colonia están listas para despegar, tripuladas por valientes hombres y mujeres que dejan atrás una vida sencilla en la Tierra para lanzarse a un universo insondable. Se están realizando las pruebas de última hora mientras los depósitos con los propulsores del cohete son conectados debajo de las lanzaderas. Por todo el planeta la gente deja las herramientas para fijar la mirada en las grandes y pequeñas pantallas que están retransmitiendo el acontecimiento. Conteniendo la respiración, esperan la cuenta atrás de la Segunda Oleada de colonización lunar.
105494	[NOTIFICATION_CHARACTER_NAME] está deseando que despeguen las lanzaderas coloniales.
105495	Siguiendo el cohete con la mirada, [NOTIFICATION_CHARACTER_NAME] anuncia el comienzo de la fase 3.
105542	"Las lanzaderas de tu colonia se dirigen a la órbita lunar. Están esperando órdenes para saber dónde aterrizar."
105543	Los pioneros de la Segunda Oleada avanzan hacia el paisaje gris y foráneo de la Luna. Es un viaje hacia lo desconocido. El espíritu de frontera y el sentido de la aventura, que llevaron a los colonos a dejar atrás la atmósfera conocida de la Tierra, se funde con la ansiedad por el terrorismo de la Guardia Orbital. Hacía ya tiempo que la estación espacial de Global Union no tenía noticias de LEC. Y Virgil Drake no se va a tomar a la ligera la presencia de una nueva colonia en la Luna.
105634	[NOTIFICATION_CHARACTER_NAME] tiene muchas ganas de enseñarte las zonas de asentamiento lunar que puedes elegir.
105635	[NOTIFICATION_CHARACTER_NAME] transfiere una parcela de tierra lunar de gran calidad.
105544	"Un buen lugar para una colonia lunar, si quieres mi opinión. Y es todo tuyo."
105549	Columnas y valles cubiertos de polvo gris y muerto se extienden a lo largo del oscuro horizonte estrellado. Pero, hasta en un entorno tan hostil como la Luna, la humanidad tiene posibilidades para prosperar, como demuestran cientos de años de asentamientos lunares. En las colonias de LEC han vivido y muerto varias generaciones. Puede que tus colonos no sean los primeros en dejar su huella en la Luna, pero ahí están. Y quizá puedan enderezar las cosas cuando reciban un marco de suministro básico y un lugar al que puedan llamar hogar.
105636	[NOTIFICATION_CHARACTER_NAME] te informa de que las colonias lunares solo se pueden establecer en cráteres.
105637	[NOTIFICATION_CHARACTER_NAME] opina que ya puedes pasar al siguiente paso.
105646	[NOTIFICATION_CHARACTER_NAME] te está amenazando abiertamente.
105647	[NOTIFICATION_CHARACTER_NAME] tiene ganas de ponerse a trabajar de inmediato.
105648	[NOTIFICATION_CHARACTER_NAME] enfatiza la importancia crucial de un buen suministro de oxígeno.
105649	[NOTIFICATION_CHARACTER_NAME] explica qué materiales se necesitan para construir estructuras espaciales.
118254	[NOTIFICATION_CHARACTER_NAME] te muestra lo vulnerable que sería tu colonia sin generadores de escudos.
105545	"La clave es contar con unas sólidas rutas comerciales interorbitales, si quieres que tu corporación sustituya a LEC como proveedor de recursos lunares.”
105550	Lunar Excavation Corp. no siempre tuvo derechos exclusivos para explotar y distribuir los recursos lunares. Antes de su fundación por parte de Global Union, las corporaciones privadas habían librado una guerra armada por los territorios y recursos que ofrecía el satélite terrestre. Este suceso pasó a los libros electrónicos de historia con el nombre de "Eclipse". Tras una larga paz, la Guardia Orbital está mucho más dispuesta a convertir de nuevo la Luna en un campo de batalla. Enfrentarse a la Guardia no será posible sin el apoyo constante de la Tierra y rutas directas de transporte orbital.
105638	[NOTIFICATION_CHARACTER_NAME] te informa de las demandas logísticas que tendrá que satisfacer tu puerto espacial.
105639	[NOTIFICATION_CHARACTER_NAME] te informa sobre lo que se ha hecho hasta ahora por los fugitivos de LEC que han venido a la Tierra.
105650	A [NOTIFICATION_CHARACTER_NAME] le impresiona la cantidad de gente que está llegando a tu colonia lunar.
115941	"Ni los fugitivos de LEC ni sus guardianes de los Custodiadores Árticos cuentan con los medios para enfrentarse a Drake.  Pero tú..."
115942	Como consecuencia de la llegada al poder de la Guardia Orbital, los habitantes de la Luna que se opusieron a la ideología radical del movimiento fueron oprimidos y perseguidos. Los que pudieron, huyeron en secreto a la Tierra con lanzaderas de mercancía. Global Union, saturado por la gran cantidad de fugitivos, utilizó sus recién estrenadas relaciones diplomáticas con los Custodiadores Árticos para establecer en el Ártico un campamento de acogida provisional. Pero la Guardia Orbital es implacable cuando se trata de "traidores"...
118257	[NOTIFICATION_CHARACTER_NAME] recurre a ti para que ayudes a los fugitivos de LEC.
118258	[NOTIFICATION_CHARACTER_NAME] te da las gracias.
117365	Logra la victoria en el sector de crisis "[GUIDNAME 5100395]"
118261	[NOTIFICATION_CHARACTER_NAME] especula sobre si Virgil Drake mantiene sus propias instalaciones militares en la Tierra.
118263	[NOTIFICATION_CHARACTER_NAME] te informa de que, gracias a tu apoyo económico, los Custodiadores Árticos han podido ayudar a los fugitivos.
119712	Alcanza el siguiente nivel corporativo para implementar las medidas de apoyo
115939	"Para las siguientes fases del Programa de Licencia Lunar se necesita un sistema de logística interorbital bien ejecutado."
115940	Las amplias medidas adoptadas para reparar la biosfera de la Tierra y el crecimiento tecnológico ilimitado están a punto de provocar una crisis energética. El objetivo principal del Programa de Licencia Lunar es evitar este escenario poniendo en marcha un reactor de energía por fusión. Pero los científicos también ven otras aplicaciones para la energía por fusión. Como propulsor para cohetes, un día podría permitir a la humanidad recorrer distancias aún mayores por el espacio (si los reactores de fusión funcionan tan bien como todos esperan). Ya se verá, una vez finalizada su construcción.
